time,kinetic,potential,internal,total,error
13.858813151950017,239352.03125,0.0,0.1912968009710312,239352.21875,-0.00012414783801304976
13.868813152424991,239351.953125,0.0,0.190839946269989,239352.140625,-0.00012447419931171707
13.878813152899966,239351.859375,0.0,0.190396249294281,239352.046875,-0.00012486583287011786
13.88881315337494,239351.6875,0.0,0.18993410468101501,239351.875,-0.00012558382772718597
13.898813153849915,239351.5,0.0,0.1894696205854416,239351.6875,-0.00012636709484398754
13.90881315432489,239351.328125,0.0,0.18899916112422943,239351.515625,-0.00012708508970105567
13.918813154799864,239351.09375,0.0,0.18853344023227692,239351.28125,-0.00012806417359705763
13.928813155274838,239350.90625,0.0,0.18805831670761108,239351.09375,-0.0001288474407138592
13.938813155749813,239350.71875,0.0,0.18759281933307648,239350.90625,-0.00012963070783066077
13.948813156224787,239350.53125,0.0,0.18715444207191467,239350.71875,-0.00013041397494746235
13.958813156699762,239350.359375,0.0,0.18671944737434387,239350.546875,-0.00013113196980453048
13.968813157174736,239350.21875,0.0,0.18628638982772827,239350.40625,-0.00013171942014213165
13.97881315764971,239350.0625,0.0,0.18585845828056335,239350.25,-0.0001323721427394663
13.988813158124685,239349.9375,0.0,0.1854306310415268,239350.125,-0.000132894320817334
13.99881315859966,239349.8125,0.0,0.18502017855644226,239350.0,-0.00013341649889520173
14.008813159074634,239349.75,0.0,0.18461042642593384,239349.9375,-0.00013367758793413558
14.018813159549609,239349.6875,0.0,0.18420112133026123,239349.875,-0.00013393867697306946
14.028813160024583,239349.625,0.0,0.1837884485721588,239349.8125,-0.0001341997660120033
14.038813160499558,239349.453125,0.0,0.18338872492313385,239349.640625,-0.0001349177608690714
14.048813160974532,239349.28125,0.0,0.1829948127269745,239349.46875,-0.00013563575572613952
14.058813161449507,239349.109375,0.0,0.18261544406414032,239349.296875,-0.00013635375058320765
14.068813161924481,239348.9375,0.0,0.1822405457496643,239349.125,-0.00013707174544027575
14.078813162399456,239348.75,0.0,0.18184879422187805,239348.9375,-0.00013785501255707733
14.08881316287443,239348.53125,0.0,0.18145932257175446,239348.71875,-0.00013876882419334584
14.098813163349405,239348.4375,0.0,0.1810580939054489,239348.625,-0.00013916045775174663
14.10881316382438,239348.3125,0.0,0.18064144253730774,239348.5,-0.00013968263582961435
14.118813164299354,239348.1875,0.0,0.18022900819778442,239348.375,-0.00014020481390748205
14.128813164774328,239348.0625,0.0,0.17982307076454163,239348.25,-0.00014072699198534977
14.138813165249303,239347.9375,0.0,0.17941167950630188,239348.109375,-0.00014131444232295094
14.148813165724277,239347.71875,0.0,0.17899326980113983,239347.890625,-0.00014222825395921945
14.158813166199252,239347.609375,0.0,0.1785297989845276,239347.78125,-0.0001426851597773537
14.168813166674227,239347.515625,0.0,0.1780780553817749,239347.6875,-0.0001430767933357545
14.178813167149201,239347.453125,0.0,0.17761915922164917,239347.625,-0.00014333788237468837
14.188813167624176,239347.375,0.0,0.17716985940933228,239347.546875,-0.0001436642436733557
14.19881316809915,239347.28125,0.0,0.1767151802778244,239347.453125,-0.00014405587723175648
14.208813168574125,239347.21875,0.0,0.17626971006393433,239347.390625,-0.00014431696627069032
14.218813169049099,239347.15625,0.0,0.1758415699005127,239347.328125,-0.00014457805530962417
14.228813169524074,239347.078125,0.0,0.17543958127498627,239347.25,-0.00014490441660829152
14.238813169999048,239346.96875,0.0,0.17503511905670166,239347.140625,-0.00014536132242642577
14.248813170474023,239346.875,0.0,0.17462094128131866,239347.046875,-0.00014575295598482656
14.258813170948997,239346.828125,0.0,0.17419277131557465,239347.0,-0.00014594877276402694
14.268813171423972,239346.78125,0.0,0.17375662922859192,239346.953125,-0.00014614458954322735
14.278813171898946,239346.78125,0.0,0.17331406474113464,239346.953125,-0.00014614458954322735
14.28881317237392,239346.796875,0.0,0.1728648841381073,239346.96875,-0.00014607931728349388
14.298813172848895,239346.8125,0.0,0.17241685092449188,239346.984375,-0.0001460140450237604
14.30881317332387,239346.84375,0.0,0.1719706654548645,239347.015625,-0.00014588350050429347
14.318813173798844,239346.875,0.0,0.1715281754732132,239347.046875,-0.00014575295598482656
14.328813174273819,239346.953125,0.0,0.17111557722091675,239347.125,-0.00014542659468615922
14.338813174748793,239347.0625,0.0,0.17070123553276062,239347.234375,-0.00014496968886802496
14.348813175223768,239347.15625,0.0,0.17028914391994476,239347.328125,-0.00014457805530962417
14.358813175698742,239347.296875,0.0,0.16989891231060028,239347.46875,-0.000143990604972023
14.368813176173717,239347.4375,0.0,0.16950669884681702,239347.609375,-0.0001434031546344218
14.378813176648691,239347.5,0.0,0.16911175847053528,239347.671875,-0.00014314206559548796
14.388813177123666,239347.5625,0.0,0.16871117055416107,239347.734375,-0.00014288097655655412
14.39881317759864,239347.625,0.0,0.16831016540527344,239347.796875,-0.00014261988751762024
14.408813178073615,239347.671875,0.0,0.16794738173484802,239347.84375,-0.00014242407073841986
14.41881317854859,239347.75,0.0,0.16756345331668854,239347.921875,-0.00014209770943975254
14.428813179023564,239347.890625,0.0,0.1671425998210907,239348.0625,-0.00014151025910215135
14.438813179498538,239348.03125,0.0,0.16672652959823608,239348.203125,-0.00014092280876455015
14.448813179973513,239348.171875,0.0,0.1663273125886917,239348.34375,-0.000140335358426949
14.458813180448487,239348.3125,0.0,0.1659366488456726,239348.484375,-0.0001397479080893478
14.468813180923462,239348.4375,0.0,0.1655406653881073,239348.609375,-0.0001392257300114801
14.478813181398436,239348.59375,0.0,0.1651618480682373,239348.765625,-0.00013857300741414543
14.488813181873411,239348.75,0.0,0.16479064524173737,239348.921875,-0.0001379202848168108
14.498813182348385,239348.90625,0.0,0.16438573598861694,239349.078125,-0.00013726756221947613
14.50881318282336,239349.03125,0.0,0.16396655142307281,239349.1875,-0.0001368106564013419
14.518813183298334,239349.15625,0.0,0.16352301836013794,239349.3125,-0.00013628847832347418
14.528813183773309,239349.21875,0.0,0.16311559081077576,239349.375,-0.00013602738928454033
14.538813184248284,239349.25,0.0,0.16271966695785522,239349.40625,-0.0001358968447650734
14.548813184723258,239349.3125,0.0,0.1623331904411316,239349.46875,-0.00013563575572613952
14.558813185198233,239349.40625,0.0,0.16199623048305511,239349.5625,-0.00013524412216773873
14.568813185673207,239349.515625,0.0,0.16160818934440613,239349.671875,-0.0001347872163496045
14.578813186148182,239349.71875,0.0,0.161172017455101,239349.875,-0.00013393867697306946
14.588813186623156,239349.765625,0.0,0.16075901687145233,239349.921875,-0.00013374286019386905
14.59881318709813,239349.828125,0.0,0.16036753356456757,239349.984375,-0.0001334817711549352
14.608813187573105,239349.828125,0.0,0.1599911004304886,239349.984375,-0.0001334817711549352
14.61881318804808,239349.828125,0.0,0.15960273146629333,239349.984375,-0.0001334817711549352
14.628813188523054,239349.8125,0.0,0.15920677781105042,239349.96875,-0.00013354704341466867
14.638813188998029,239349.8125,0.0,0.15880799293518066,239349.96875,-0.00013354704341466867
14.648813189473003,239349.84375,0.0,0.15840083360671997,239350.0,-0.00013341649889520173
14.658813189947978,239349.84375,0.0,0.15800172090530396,239350.0,-0.00013341649889520173
14.668813190422952,239349.84375,0.0,0.15760144591331482,239350.0,-0.00013341649889520173
14.678813190897927,239349.8125,0.0,0.15720275044441223,239349.96875,-0.00013354704341466867
14.688813191372901,239349.8125,0.0,0.15680643916130066,239349.96875,-0.00013354704341466867
14.698813191847876,239349.78125,0.0,0.1564100831747055,239349.9375,-0.00013367758793413558
14.70881319232285,239349.75,0.0,0.15602433681488037,239349.90625,-0.00013380813245360252
14.718813192797825,239349.765625,0.0,0.1556479036808014,239349.921875,-0.00013374286019386905
14.7288131932728,239349.8125,0.0,0.15526647865772247,239349.96875,-0.00013354704341466867
14.738813193747774,239349.828125,0.0,0.15488271415233612,239349.984375,-0.0001334817711549352
14.748813194222748,239349.8125,0.0,0.15448880195617676,239349.96875,-0.00013354704341466867
14.758813194697723,239349.84375,0.0,0.15409423410892487,239350.0,-0.00013341649889520173
14.768813195172697,239349.890625,0.0,0.15370267629623413,239350.046875,-0.00013322068211600133
14.778813195647672,239349.828125,0.0,0.15334546566009521,239349.984375,-0.0001334817711549352
14.788813196122646,239349.75,0.0,0.15292921662330627,239349.90625,-0.00013380813245360252
14.79881319659762,239349.765625,0.0,0.152540385723114,239349.921875,-0.00013374286019386905
14.808813197072595,239349.8125,0.0,0.15215539932250977,239349.96875,-0.00013354704341466867
14.81881319754757,239349.8125,0.0,0.15177935361862183,239349.96875,-0.00013354704341466867
14.828813198022544,239349.8125,0.0,0.15140452980995178,239349.96875,-0.00013354704341466867
14.838813198497519,239349.828125,0.0,0.15103021264076233,239349.984375,-0.0001334817711549352
14.848813198972493,239349.890625,0.0,0.15065759420394897,239350.046875,-0.00013322068211600133
14.858813199447468,239349.9375,0.0,0.15028895437717438,239350.09375,-0.00013302486533680095
14.868813199922442,239349.9375,0.0,0.14992409944534302,239350.09375,-0.00013302486533680095
14.878813200397417,239349.90625,0.0,0.14958158135414124,239350.0625,-0.00013315540985626788
14.888813200872391,239349.84375,0.0,0.14923718571662903,239350.0,-0.00013341649889520173
14.898813201347366,239349.875,0.0,0.14890873432159424,239350.03125,-0.0001332859543757348
14.90881320182234,239349.875,0.0,0.14854949712753296,239350.03125,-0.0001332859543757348
14.918813202297315,239349.84375,0.0,0.14819183945655823,239349.984375,-0.0001334817711549352
14.92881320277229,239349.84375,0.0,0.14784106612205505,239349.984375,-0.0001334817711549352
